Sygnatura czasowa,Płeć,Wiek,Miejsce zamieszkania,Wykształcenie,"Miesięczny dochód netto (""na rękę"")",Czy zdarza Ci się kupować kosmetyki zrównoważone?,Które z tych cech posiadanych przez kosmetyki zrównoważone są dla Ciebie najważniejsze lub decydujące przy ich zakupie? (wybierz maksymalnie 3),Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [cena],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [skład],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [marka],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [estetyczne opakowanie],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [posiadane certyfikaty jakości lub atesty],"Jeśli zobaczę reklamę kosmetyku zrównoważonego, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli kosmetyk zrównoważony zostanie polecony przez lubianego przeze mnie influencera, twórcę na social media lub celebrytę, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli zobaczę kosmetyk zrównoważony w kampanii edukacyjnej lub środowiskowej, jest większa szansa, że zdecyduję się na jego zakup.",Często rozmawiam ze znajomymi o kosmetykach zrównoważonych.,Często polecam moim znajomym wypróbowane przeze mnie kosmetyki zrównoważone.,"Uważam, że jestem w stanie zmienić nastawienie lub/i opinię moich znajomych w kwestii kosmetyków zrównoważonych.","Wybierając kosmetyki zrównoważone, często kieruję się opinią lub rekomendacjami znajomych.","Jeśli moi znajomi używają i polecają konkretny kosmetyk zrównoważony, jest większa szansa, że zdecyduję się na jego zakup.","Uważam, że moi znajomi są w stanie wpłynąć na moją opinię lub/i nastawienie w kwestii kosmetyków zrównoważonych.","Zakupię kosmetyki zrównoważone, nawet jeśli będą droższe niż normalne kosmetyki.","W innych sferach życia poza kosmetykami, często sięgam po ekologiczne, przyjazne dla środowiska produkty (np. artykuły gospodarstwa domowego, ubrania czy artykuły spożywcze).",Regularnie segreguję odpady.,Zwracam uwagę na oszczędzanie energii elektrycznej.,"Jeśli nie stosujesz kosmetyków zrównoważonych, które z tych przyczyn są Ci bliskie? (wybierz maksymalnie 3)"
2024-03-14 08:31:56,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,ważne,trochę ważne,trochę ważne,ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-14 09:44:51,mężczyzna,26-30,miejscowość do 250 tys. mieszkańców,wyższe,5001 - 6000,tak,naturalne (min. 95% składników pochodzenia naturalnego),ważne,trochę ważne,w ogóle nieważne,trochę ważne,trochę ważne,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,
2024-03-14 12:45:45,kobieta,31-35,miejscowość do 100 tys. mieszkańców,wyższe,7001 i powyżej,tak,organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych),średnio ważne,ważne,ważne,trochę ważne,średnio ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-14 13:41:32,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym), zero-waste (zero odpadów)",ważne,ważne,w ogóle nieważne,trochę ważne,średnio ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-14 18:00:12,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych), wegańskie",trochę ważne,ważne,średnio ważne,trochę ważne,ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-14 20:15:57,kobieta,26-30,wieś,wyższe,7001 i powyżej,tak,"fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",trochę ważne,średnio ważne,trochę ważne,w ogóle nieważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-14 20:51:50,mężczyzna,51 i powyżej,miejscowość do 250 tys. mieszkańców,średnie,7001 i powyżej,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-14 20:52:05,mężczyzna,51 i powyżej,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,tak,"bio (min. 50% składników z upraw biologicznych), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",ważne,ważne,w ogóle nieważne,trochę ważne,średnio ważne,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-14 21:13:56,mężczyzna,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,nie,,,,,,,,,,,,,,,,,,,,"niska dostępność w sklepach stacjonarnych, niski stopień wiedzy na temat kosmetyków zrównoważonych"
2024-03-15 09:53:53,kobieta,31-35,miejscowość do 250 tys. mieszkańców,wyższe,5001 - 6000,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 15:47:18,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,nie,,,,,,,,,,,,,,,,,,,,"brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami, niski stopień wiedzy na temat kosmetyków zrównoważonych"
2024-03-15 15:47:40,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",bardzo ważne,ważne,średnio ważne,średnio ważne,ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 15:49:07,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,ważne,w ogóle nieważne,ważne,bardzo ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 15:49:34,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), opakowanie z recyklingu",ważne,ważne,ważne,trochę ważne,trochę ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 15:52:04,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), zero-waste (zero odpadów)",bardzo ważne,ważne,średnio ważne,ważne,ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-15 15:52:14,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 15:57:05,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel)",bardzo ważne,ważne,ważne,bardzo ważne,ważne,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 15:58:31,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,opakowanie z recyklingu,ważne,trochę ważne,ważne,bardzo ważne,w ogóle nieważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 15:59:16,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,średnie,4001 - 5000,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-15 16:01:17,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu",bardzo ważne,bardzo ważne,średnio ważne,ważne,średnio ważne,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:02:35,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",bardzo ważne,bardzo ważne,w ogóle nieważne,trochę ważne,średnio ważne,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:03:46,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,naturalne (min. 95% składników pochodzenia naturalnego),ważne,ważne,średnio ważne,ważne,trochę ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:04:07,kobieta,21-25,miejscowość do 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), opakowanie z recyklingu",średnio ważne,ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:05:22,mężczyzna,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",średnio ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:10:41,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,średnie,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,średnio ważne,ważne,ważne,trochę ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:10:51,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu, zero-waste (zero odpadów)",bardzo ważne,ważne,średnio ważne,bardzo ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:11:06,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",ważne,ważne,w ogóle nieważne,ważne,ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,
2024-03-15 16:11:17,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym), fair-trade (sprawiedliwy handel)",bardzo ważne,bardzo ważne,średnio ważne,ważne,bardzo ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:12:23,kobieta,21-25,miejscowość do 100 tys. mieszkańców,średnie,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,ważne,średnio ważne,średnio ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:12:54,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,średnie,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,ważne,średnio ważne,średnio ważne,bardzo ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,
2024-03-15 16:13:46,kobieta,21-25,miejscowość do 100 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu",ważne,ważne,w ogóle nieważne,trochę ważne,bardzo ważne,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się nie zgadzam,
2024-03-15 16:17:31,kobieta,21-25,miejscowość do 250 tys. mieszkańców,inne/nie chcę podawać,nie chcę podawać,tak,cruelty-free (nietestowane na zwierzętach),bardzo ważne,ważne,średnio ważne,w ogóle nieważne,ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:18:34,inne/nie chcę podawać,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,trochę ważne,średnio ważne,średnio ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:23:06,kobieta,21-25,miejscowość do 100 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,ważne,w ogóle nieważne,trochę ważne,ważne,raczej się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 16:26:49,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,ważne,trochę ważne,średnio ważne,średnio ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:28:27,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,tak,"carbon-neutral (o neutralnym śladzie węglowym), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",średnio ważne,średnio ważne,trochę ważne,trochę ważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:31:32,kobieta,21-25,miejscowość do 100 tys. mieszkańców,średnie,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,ważne,średnio ważne,średnio ważne,średnio ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:31:51,kobieta,21-25,wieś,średnie,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,trochę ważne,trochę ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 16:33:15,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, opakowanie z recyklingu",ważne,bardzo ważne,średnio ważne,średnio ważne,ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:46:18,kobieta,21-25,miejscowość do 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,bardzo ważne,trochę ważne,trochę ważne,średnio ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:47:10,kobieta,21-25,miejscowość do 100 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, opakowanie z recyklingu",bardzo ważne,ważne,średnio ważne,bardzo ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:50:56,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu, wegańskie",bardzo ważne,średnio ważne,ważne,bardzo ważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 16:54:50,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,ważne,trochę ważne,średnio ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,
2024-03-15 16:57:39,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,nie,,,,,,,,,,,,,,,,,,,,brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami
2024-03-15 17:07:00,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,trochę ważne,trochę ważne,średnio ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,
